Date,Site,Depth (m),Temp (degC),SpeCond(uS/cm),Chla (ug/L),Turb (FTU),DO (mg/L)
Jun-10-2021,NR02,-6.945,19.9615,373.4078,4.0883,28.108,6.6207
Jun-10-2021,NR02,-6.998,19.9458,373.559,3.9949,28.43,6.5912
Jun-10-2021,NR02,-7.051,19.9272,373.7548,3.9884,28.629,6.567
Jun-10-2021,NR02,-7.101,19.9019,373.9744,4.0673,28.443,6.5456
Jun-10-2021,NR02,-7.148,19.8742,374.1976,4.2734,28.08,6.5276
Jun-10-2021,NR02,-7.191,19.855,374.4576,4.4591,27.837,6.508
Jun-10-2021,NR02,-7.231,19.8423,374.7399,4.5222,27.606,6.4853
Jun-10-2021,NR02,-7.268,19.8297,374.8831,4.5204,27.709,6.4687
Jun-10-2021,NR02,-7.299,19.821,374.866,4.4431,28.337,6.463
Jun-10-2021,NR02,-7.328,19.8202,374.8721,4.3095,28.274,6.4699
Jun-10-2021,NR02,-7.355,19.8224,374.9648,4.1296,27.542,6.4851
Jun-10-2021,NR02,-7.384,19.8231,375.0178,4.0219,27.617,6.5042
Jun-10-2021,NR02,-7.416,19.8228,374.973,4.1266,28.311,6.5268
Jun-10-2021,NR02,-7.451,19.8213,374.9435,4.2867,28.866,6.5477
Jun-10-2021,NR02,-7.491,19.8172,375.0298,4.3604,29.308,6.563
Jun-10-2021,NR02,-7.534,19.8119,375.1606,4.4103,29.034,6.5696
Jun-10-2021,NR02,-7.578,19.8081,375.1878,4.4211,28.213,6.5689
Jun-10-2021,NR02,-7.623,19.8059,375.0797,4.3304,27.909,6.5655
Jun-10-2021,NR02,-7.668,19.8037,374.9934,4.2085,28.116,6.5624
Jun-10-2021,NR02,-7.712,19.8018,375.0154,4.1268,28.134,6.5627
Jun-10-2021,NR02,-7.755,19.7998,375.0588,4.0771,27.738,6.5635
Jun-10-2021,NR02,-7.793,19.7976,375.0865,4.0769,27.248,6.5614
Jun-10-2021,NR02,-7.823,19.7964,375.1115,4.1577,27.058,6.5601
Jun-10-2021,NR02,-7.848,19.7965,375.1124,4.2496,27.442,6.5595
Jun-10-2021,NR02,-7.868,19.7971,375.0949,4.2854,28.142,6.5597
Jun-10-2021,NR02,-7.888,19.798,375.0676,4.3028,28.256,6.5604
Jun-10-2021,NR02,-7.906,19.7985,375.0685,4.3268,27.513,6.559
Jun-10-2021,NR02,-7.921,19.7976,375.1245,4.3324,27.382,6.5588
Jun-10-2021,NR02,-7.934,19.7968,375.1516,4.2769,28.121,6.5586
Jun-10-2021,NR02,-7.947,19.7965,375.1244,4.1618,28.189,6.5589
Jun-10-2021,NR02,-7.958,19.7963,375.1128,4.1289,27.515,6.563
Jun-10-2021,NR02,-7.97,19.7965,375.1489,4.1657,27.605,6.5662
Jun-10-2021,NR02,-7.981,19.797,375.1698,4.1215,28.437,6.5669
Jun-10-2021,NR02,-7.993,19.7972,375.1833,4.1017,28.342,6.5657
Jun-10-2021,NR02,-8.004,19.7972,375.2075,4.1632,27.57,6.5621
Jun-10-2021,NR02,-8.016,19.7975,375.1378,4.1763,27.64,6.556
Jun-10-2021,NR02,-8.027,19.7977,375.0677,4.1147,27.884,6.5437
Jun-10-2021,NR02,-8.037,19.7973,375.1421,4.0923,27.537,6.5225
Jun-10-2021,NR02,-8.049,19.7966,375.2243,4.2232,27.585,6.4941
Jun-10-2021,NR02,-8.059,19.7964,375.1899,4.3732,27.872,6.4565
Jun-10-2021,NR02,-8.07,19.7966,375.1396,4.3341,27.782,6.4041
Jun-10-2021,NR02,-8.081,19.7971,375.1263,4.2231,27.808,6.338
Jun-10-2021,NR02,-8.093,19.7976,375.0852,4.2411,27.941,6.2663
Jun-10-2021,NR02,-8.105,19.7975,375.0752,4.334,27.832,6.2012
Jun-10-2021,NR02,-8.116,19.7974,375.1179,4.3705,27.622,6.1619
Jun-10-2021,NR02,-8.127,19.7976,375.1392,4.3182,28.078,6.1575
Jun-10-2021,NR02,-8.137,19.7973,375.2089,4.2162,29.563,6.1826
Jun-10-2021,NR02,-8.147,19.7967,375.3285,4.0927,30.152,6.2313
Jun-10-2021,NR02,-8.155,19.7967,375.4176,3.9526,29.085,6.2927
Jun-10-2021,NR02,-8.163,19.797,375.5201,3.8534,28.153,6.3555
Jun-10-2021,NR02,-8.171,19.7973,375.9163,3.9864,29.046,6.4137
Jun-10-2021,NR02,-8.177,19.798,376.8647,4.7265,30.453,6.4614
Jun-10-2021,NR02,-8.182,19.7986,377.7131,6.2973,29.53,6.4938
Jun-10-2021,NR02,-8.185,19.7993,377.8911,8.0489,28.088,6.5119
Jun-10-2021,NR02,-8.187,19.8003,377.5125,9.0615,28.138,6.5233
Jun-10-2021,NR02,-8.189,19.8006,376.5154,9.2562,28.567,6.5312
Jun-10-2021,NR02,-8.19,19.7993,375.3343,8.5882,28.06,6.5337
Jun-10-2021,OA04,-8.191,19.7996,375.4561,7.4902,27.74,6.5345
Jun-10-2021,OA04,-0.52,19.9677,371.0421,3.8749,30.016,6.4366
Jun-10-2021,OA04,-0.574,19.9531,371.3255,3.895,30.249,6.449
Jun-10-2021,OA04,-0.631,19.9569,371.327,3.9042,29.784,6.4626
Jun-10-2021,OA04,-0.69,19.9767,371.2261,3.9222,29.295,6.472
Jun-10-2021,OA04,-0.752,20.0075,371.2121,4.0078,29.854,6.4752
Jun-10-2021,OA04,-0.816,20.0429,371.263,4.1088,30.061,6.471
Jun-10-2021,OA04,-0.879,20.0769,371.1675,4.1814,29.953,6.4538
Jun-10-2021,OA04,-0.94,20.1057,370.7329,4.2531,30.52,6.4231
Jun-10-2021,OA04,-0.995,20.1231,370.0174,4.3113,30.742,6.3833
Jun-10-2021,OA04,-1.046,20.13,369.336,4.3161,30.103,6.3384
Jun-10-2021,OA04,-1.092,20.1276,368.9575,4.233,28.855,6.2925
Jun-10-2021,OA04,-1.138,20.1044,368.9416,4.1207,28.167,6.2529
Jun-10-2021,OA04,-1.183,20.0542,369.2299,4.1062,28.147,6.2264
Jun-10-2021,OA04,-1.229,19.9866,369.6905,4.1593,28.316,6.2118
Jun-10-2021,OA04,-1.275,19.918,370.1677,4.2064,28.615,6.2051
Jun-10-2021,OA04,-1.322,19.8588,370.6023,4.2729,28.438,6.2024
Jun-10-2021,OA04,-1.373,19.8108,371.0518,4.3184,28.442,6.1965
Jun-10-2021,OA04,-1.427,19.7716,371.5259,4.2746,29.529,6.1827
Jun-10-2021,OA04,-1.483,19.7372,371.8272,4.1994,31.061,6.1612
Jun-10-2021,OA04,-1.54,19.7088,371.8726,4.1734,31.138,6.1315
Jun-10-2021,OA04,-1.598,19.6907,371.8816,4.1816,30.336,6.097
Jun-10-2021,OA04,-1.66,19.6803,372.0105,4.2091,30.273,6.0639
Jun-10-2021,OA04,-1.726,19.6689,372.3131,4.3155,29.812,6.0342
Jun-10-2021,OA04,-1.799,19.6557,372.746,4.4914,29.339,6.0102
Jun-10-2021,OA04,-1.876,19.6481,373.1215,4.6012,29.433,5.9988
Jun-10-2021,OA04,-1.958,19.6605,373.2651,4.5759,29.881,6.0077
Jun-10-2021,OA04,-2.039,19.7094,373.1506,4.4973,29.931,6.0363
Jun-10-2021,OA04,-2.12,19.7879,372.8523,4.4907,29.397,6.0658
Jun-10-2021,OA04,-2.199,19.8697,372.3423,4.5711,30.347,6.1009
Jun-10-2021,OA04,-2.272,19.9315,371.6608,4.6225,31.129,6.1996
Jun-10-2021,OA04,-2.341,19.9663,371.0248,4.5945,29.834,6.4103
Jun-10-2021,OA04,-2.407,19.9855,370.6053,4.5169,29.011,6.7186
Jun-10-2021,OA04,-2.471,20.0015,370.3264,4.4232,29.769,7.0709
Jun-10-2021,OA04,-2.534,20.0186,369.9924,4.3745,30.294,7.4172
Jun-10-2021,OA04,-2.595,20.0334,369.7049,4.3882,29.93,7.7305
Jun-10-2021,OA04,-2.658,20.0445,369.6154,4.5108,29.262,7.9907
Jun-10-2021,OA04,-2.723,20.0483,369.6893,4.7297,28.644,8.1732
Jun-10-2021,OA04,-2.788,20.0401,369.9001,4.8326,28.651,8.269
Jun-10-2021,OA04,-2.853,20.0293,370.0584,4.7315,28.962,8.2887
Jun-10-2021,OA04,-2.917,20.0242,369.98,4.5317,28.857,8.2576
Jun-10-2021,OA04,-2.979,20.0164,369.7171,4.411,28.19,8.205
Jun-10-2021,OA04,-3.038,20.0005,369.8165,4.613,27.703,8.1496
Jun-10-2021,OA04,-3.096,19.9843,371.2711,5.1043,27.96,8.0975
Jun-10-2021,OA04,-3.155,19.9866,373.1281,5.4045,29.266,8.0512
Jun-10-2021,OA04,-3.216,20.0213,373.5636,5.2882,30.478,8.0135
Jun-10-2021,OA04,-3.279,20.0701,373.1547,5.0599,30.273,7.9871
Jun-10-2021,OA04,-3.345,20.1051,372.85,4.8512,30.197,7.9722
Jun-10-2021,OA04,-3.412,20.1202,372.6799,4.6002,29.929,7.9583
Jun-10-2021,OA04,-3.481,20.1238,372.6459,4.4154,29.242,7.9366
Jun-10-2021,OA04,-3.552,20.1248,372.6681,4.4116,29.025,7.9124
Jun-10-2021,OA04,-3.624,20.1249,372.6718,4.5412,28.563,7.8905
Jun-10-2021,OA04,-3.7,20.1232,372.6672,4.64,28.696,7.8681
Jun-10-2021,OA04,-3.779,20.1218,372.6713,4.6242,29.41,7.848
Jun-10-2021,OA04,-3.862,20.1206,372.6513,4.5665,28.933,7.8346
Jun-10-2021,OA04,-3.944,20.1178,372.6699,4.52,28.244,7.8263
Jun-10-2021,OA04,-4.027,20.1141,372.7095,4.4671,28.503,7.822
Jun-10-2021,OA04,-4.106,20.1113,372.703,4.4679,28.812,7.8193
Jun-10-2021,OA04,-4.184,20.1092,372.6959,4.5282,30.507,7.8166
Jun-10-2021,OA04,-4.261,20.1076,372.6762,4.521,32.14,7.816
Jun-10-2021,OA04,-4.338,20.1066,372.6495,4.4217,30.12,7.8174
Jun-10-2021,OA04,-4.415,20.1043,372.6611,4.3149,27.731,7.815
Jun-10-2021,OA04,-4.492,20.0996,372.6848,4.2891,27.599,7.8085
Jun-10-2021,OA04,-4.569,20.0942,372.6799,4.3022,28.3,7.7976
Jun-10-2021,OA04,-4.646,20.0888,372.6788,4.2452,28.776,7.7752
Jun-10-2021,OA04,-4.722,20.0832,372.6971,4.1731,28.903,7.7539
Jun-10-2021,OA04,-4.799,20.0783,372.7307,4.2358,28.702,7.7449
Jun-10-2021,OA04,-4.877,20.0752,372.7641,4.4455,28.218,7.7391
Jun-10-2021,OA04,-4.957,20.0758,372.7447,4.629,28.559,7.7328
Jun-10-2021,OA04,-5.036,20.0767,372.6709,4.641,29.324,7.7252
Jun-10-2021,OA04,-5.116,20.0731,372.6268,4.502,28.984,7.717
Jun-10-2021,OA04,-5.196,20.0665,372.6487,4.3528,28.243,7.7132
Jun-10-2021,OA04,-5.279,20.0593,372.6212,4.3123,28.177,7.7141
Jun-10-2021,OA04,-5.364,20.0493,372.5849,4.3485,27.9,7.7163
Jun-10-2021,OA04,-5.449,20.0365,372.6526,4.3698,27.683,7.7191
Jun-10-2021,OA04,-5.534,20.0268,372.7347,4.3501,27.894,7.7205
Jun-10-2021,OA04,-5.618,20.0236,372.7684,4.2886,28.039,7.7198
Jun-10-2021,OA04,-5.7,20.0244,372.7987,4.236,28.821,7.7196
Jun-10-2021,OA04,-5.782,20.0254,372.8359,4.277,29.586,7.719
Jun-10-2021,OA04,-5.862,20.026,372.8255,4.3485,28.971,7.7184
Jun-10-2021,OA04,-5.942,20.0272,372.7611,4.3437,28.1,7.72
Jun-10-2021,OA04,-6.019,20.0277,372.7708,4.2764,28.057,7.7221
Jun-10-2021,OA04,-6.094,20.0261,372.8594,4.1796,28.252,7.7215
Jun-10-2021,OA04,-6.165,20.024,372.8438,4.0978,28.126,7.7189
Jun-10-2021,OA04,-6.235,20.0223,372.7596,4.0832,27.729,7.7131
Jun-10-2021,OA04,-6.301,20.0214,372.776,4.125,27.333,7.7026
Jun-10-2021,OA04,-6.364,20.0201,372.855,4.1732,27.103,7.6882
Jun-10-2021,OA04,-6.422,20.018,372.8543,4.2298,27.501,7.6709
Jun-10-2021,OA04,-6.473,20.017,372.7865,4.2926,28.193,7.6551
Jun-10-2021,OA04,-6.52,20.0173,372.7633,4.3117,28.071,7.6445
Jun-10-2021,OA04,-6.565,20.0171,372.8041,4.312,27.427,7.6388
Jun-10-2021,OA04,-6.613,20.0167,372.8616,4.3368,27.463,7.6352
Jun-10-2021,OA04,-6.667,20.0159,372.8932,4.383,27.938,7.632
Jun-10-2021,OA04,-6.728,20.0141,372.8471,4.4365,28.378,7.6302
Jun-10-2021,OA04,-6.797,20.0103,372.7881,4.4563,28.474,7.6308
Jun-10-2021,OA04,-6.872,20.0057,372.8082,4.4226,28.151,7.6334
Jun-10-2021,OA04,-6.953,20.0025,372.8569,4.4079,28.288,7.6351
Jun-10-2021,OA04,-7.043,20.0017,372.84,4.4726,28.465,7.6377
Jun-10-2021,OA04,-7.139,20.0017,372.8029,4.5859,28.496,7.6426
Jun-10-2021,OA04,-7.241,20.0015,372.8258,4.6562,28.418,7.6428
Jun-10-2021,OA04,-7.348,20.0013,372.8907,4.6251,28.086,7.6336
Jun-10-2021,OA04,-7.458,20.0009,372.9642,4.5318,27.887,7.6168
Jun-10-2021,OA04,-7.569,20.0004,372.9892,4.4211,27.864,7.5904
Jun-10-2021,OA04,-7.679,20.0004,372.948,4.3475,28.186,7.5593
Jun-10-2021,OA04,-7.788,20.0006,372.9037,4.315,28.534,7.5359
Jun-10-2021,OA04,-7.893,20.0009,372.8787,4.2622,29.346,7.5177
Jun-10-2021,OA04,-7.995,20.0011,372.8408,4.1991,29.813,7.4996
Jun-10-2021,OA04,-8.092,20.0012,372.796,4.1406,28.541,7.4865
Jun-10-2021,OA04,-8.188,20.0013,372.7799,4.0612,27.198,7.4819
Jun-10-2021,OA04,-8.28,20.0014,372.7897,3.9832,27.363,7.4836
Jun-10-2021,OA04,-8.371,20.001,372.8195,3.9749,28.495,7.4885
Jun-10-2021,OA04,-8.461,19.9989,372.8612,4.0641,28.977,7.4923
Jun-10-2021,OA04,-8.551,19.9947,372.9216,4.1968,28.583,7.4936
Jun-10-2021,OA04,-8.642,19.9895,372.9787,4.3053,28.225,7.4951
Jun-10-2021,OA04,-8.733,19.9857,373.016,4.3827,28.368,7.497
Jun-10-2021,OA04,-8.823,19.984,373.0671,4.4804,28.607,7.4974
Jun-10-2021,OA04,-8.911,19.9834,373.1153,4.6349,28.477,7.4958
Jun-10-2021,OA04,-9,19.9833,373.1295,4.7727,28.702,7.4909
Jun-10-2021,OA04,-9.088,19.9832,373.1294,4.7705,29.084,7.4848
Jun-10-2021,OA04,-9.173,19.9829,373.1235,4.6218,28.936,7.4842
Jun-10-2021,OA04,-9.258,19.9823,373.0898,4.4819,28.83,7.4843
Jun-10-2021,OA04,-9.342,19.9815,373.0606,4.4866,28.871,7.4748
Jun-10-2021,OA04,-9.424,19.9806,373.0923,4.5464,28.554,7.4565
Jun-10-2021,OA04,-9.509,19.9803,373.1292,4.523,28.345,7.4308
Jun-10-2021,OA04,-9.593,19.98,373.1261,4.4786,28.416,7.4025
Jun-10-2021,OA04,-9.679,19.9797,373.1413,4.4563,28.506,7.3797
Jun-10-2021,OA04,-9.764,19.9795,373.1415,4.4052,28.554,7.3631
Jun-10-2021,OA04,-9.849,19.9796,373.0813,4.3838,28.17,7.3532
Jun-10-2021,OA04,-9.933,19.9795,373.0603,4.4344,27.759,7.3541
Jun-10-2021,OA04,-10.015,19.9796,373.0896,4.4995,28.561,7.3672
Jun-10-2021,OA04,-10.095,19.9799,373.1115,4.5243,29.371,7.3871
Jun-10-2021,OA04,-10.172,19.9801,373.1354,4.4955,29.051,7.4102
Jun-10-2021,OA04,-10.241,19.9799,373.1568,4.4416,28.821,7.4331
Jun-10-2021,OA04,-10.297,19.9801,373.1895,4.3895,28.486,7.4544
Jun-10-2021,OA04,-10.34,19.98,373.2662,4.392,28.408,7.4724
Jun-10-2021,OA04,-10.369,19.9797,373.3262,4.516,28.492,7.4841
Jun-10-2021,OA04,-10.392,19.979,373.3106,4.6372,28.174,7.4898
Jun-10-2021,OA04,-10.409,19.9787,373.2243,4.5989,28.263,7.4868
Jun-10-2021,OA04,-10.424,19.9784,373.1776,4.5403,28.478,7.4744
Jun-10-2021,OA04,-10.439,19.9781,373.1928,4.5369,28.7,7.4525
Jun-10-2021,OA04,-10.453,19.9776,373.185,4.4911,28.892,7.419
Jun-10-2021,OA04,-10.467,19.9772,373.1717,4.4877,28.947,7.378
Jun-10-2021,OA04,-10.482,19.9768,373.1685,4.6348,29.867,7.3386
Jun-10-2021,OA04,-10.495,19.9764,373.1344,4.8895,30.954,7.3042
Jun-10-2021,OA04,-10.507,19.9762,373.0903,5.1299,30.489,7.2736
Jun-10-2021,OA04,-10.52,19.9762,373.0951,5.184,29.374,7.2511
Jun-10-2021,OA04,-10.533,19.9758,373.1561,4.9649,29.128,7.2389
Jun-10-2021,OA04,-10.544,19.9752,373.1909,4.6458,29.796,7.234
Jun-10-2021,OA04,-10.556,19.975,373.198,4.5258,30.371,7.2353
Jun-10-2021,OA04,-10.567,19.9751,373.2293,4.6529,29.723,7.2405
Jun-10-2021,OA04,-10.578,19.9755,373.283,4.7894,28.548,7.2447
Jun-10-2021,OA04,-10.588,19.9759,373.3818,4.8052,28.634,7.2496
Jun-10-2021,OA04,-10.596,19.9766,373.4728,4.7578,29.372,7.2567
Jun-10-2021,OA04,-10.602,19.977,373.4951,4.7826,29.214,7.2641
Jun-10-2021,OA04,-10.606,19.9771,373.4632,4.9733,28.772,7.2693
Jun-10-2021,OA04,-10.608,19.9771,373.4033,5.1594,28.523,7.2712
Jun-10-2021,OA04,-10.61,19.9772,373.3999,5.2061,28.405,7.2739
Jun-10-2021,OA04,-10.611,19.9767,373.4688,5.1411,28.396,7.2801
Jun-10-2021,OA04,-10.612,19.9763,373.501,4.9827,28.24,7.2899
Jun-10-2021,OA04,-10.613,19.9764,373.4706,4.7822,28.537,7.302
Jun-10-2021,OA04,-10.614,19.9765,373.3923,4.5675,28.787,7.3134
Jun-10-2021,OA04,-10.615,19.9772,373.3257,4.3907,28.252,7.3236
Jun-10-2021,OA04,-10.616,19.9766,373.3366,5.2519,28.89,7.2931
Jun-10-2021,OA04,-10.617,19.9767,373.2509,4.9728,29.321,7.3135
Jun-10-2021,OA04,-10.618,19.9764,373.2113,4.9457,29.125,7.2941
Jun-10-2021,OA04,-10.619,19.9758,373.1662,5.1794,29.005,7.2735
Jun-10-2021,OA04,-10.62,19.9777,373.2626,4.915,29.516,7.249
Jun-10-2021,OA04,-10.622,19.9785,373.3518,4.7603,29.587,7.2578
Jun-10-2021,OA04,-10.623,19.979,373.365,4.856,28.961,7.2693
Jun-10-2021,OA04,-10.624,19.9792,373.4471,5.0615,28.405,7.2831
Jun-10-2021,OA04,-10.625,19.9795,373.524,5.045,28.547,7.2972
Jun-10-2021,OA04,-10.626,19.9789,373.2776,5.5658,33.456,7.3327
Jun-10-2021,UA01,-10.627,19.9787,373.2777,5.2484,30.442,7.3532
Jun-10-2021,UA01,-0.538,21.1647,369.7141,3.1058,28.142,6.9914
Jun-10-2021,UA01,-0.589,21.1711,369.8621,3.1188,28.584,6.9701
Jun-10-2021,UA01,-0.641,21.1797,370.352,3.1399,28.617,6.9612
Jun-10-2021,UA01,-0.696,21.1891,370.7632,3.1292,28.656,6.9677
Jun-10-2021,UA01,-0.753,21.1962,370.7972,3.1164,29.007,6.9819
Jun-10-2021,UA01,-0.81,21.1948,370.6222,3.1396,29.257,6.987
Jun-10-2021,UA01,-0.869,21.1841,370.526,3.1651,28.708,6.9868
Jun-10-2021,UA01,-0.931,21.1728,370.6341,3.1734,28.652,6.9884
Jun-10-2021,UA01,-0.995,21.1689,370.756,3.1922,29.618,6.9871
Jun-10-2021,UA01,-1.062,21.17,370.6657,3.2291,29.629,6.985
Jun-10-2021,UA01,-1.129,21.1693,370.3359,3.2886,29.733,6.9834
Jun-10-2021,UA01,-1.195,21.1642,369.8117,3.3891,29.63,6.9798
Jun-10-2021,UA01,-1.26,21.1544,369.4836,3.4908,28.655,6.9805
Jun-10-2021,UA01,-1.323,21.1412,369.7331,3.5375,29.216,6.991
Jun-10-2021,UA01,-1.383,21.1316,370.2121,3.5465,30.134,7.0093
Jun-10-2021,UA01,-1.44,21.1307,370.4551,3.5478,29.572,7.0403
Jun-10-2021,UA01,-1.496,21.1361,370.394,3.5741,28.518,7.0906
Jun-10-2021,UA01,-1.549,21.1415,370.0752,3.6304,27.362,7.1534
Jun-10-2021,UA01,-1.602,21.1416,369.7943,3.6794,27.601,7.2168
Jun-10-2021,UA01,-1.654,21.1341,369.9445,3.7685,28.874,7.2762
Jun-10-2021,UA01,-1.707,21.1237,370.3761,3.9262,28.843,7.3275
Jun-10-2021,UA01,-1.762,21.1117,370.7789,4.0593,28.341,7.3686
Jun-10-2021,UA01,-1.819,21.0923,371.1272,4.1326,28.17,7.4034
Jun-10-2021,UA01,-1.878,21.0669,371.3445,4.1904,28.805,7.4383
Jun-10-2021,UA01,-1.936,21.0332,371.4772,4.2549,29.852,7.4779
Jun-10-2021,UA01,-1.996,20.9772,371.7593,4.3487,30.24,7.5198
Jun-10-2021,UA01,-2.053,20.9041,372.1287,4.5022,29.855,7.5597
Jun-10-2021,UA01,-2.109,20.8411,372.3617,4.6699,29.067,7.596
Jun-10-2021,UA01,-2.164,20.7962,372.4754,4.771,28.727,7.628
Jun-10-2021,UA01,-2.22,20.7581,372.6232,4.8408,28.324,7.6523
Jun-10-2021,UA01,-2.28,20.7233,372.8091,4.9016,27.898,7.6609
Jun-10-2021,UA01,-2.343,20.6965,372.9334,4.8935,28.344,7.6485
Jun-10-2021,UA01,-2.411,20.677,372.9795,4.8381,28.721,7.6147
Jun-10-2021,UA01,-2.481,20.6566,373.002,4.7927,28.675,7.5635
Jun-10-2021,UA01,-2.55,20.6311,373.0712,4.7454,29.08,7.5023
Jun-10-2021,UA01,-2.62,20.6054,373.1618,4.6938,29.206,7.4386
Jun-10-2021,UA01,-2.688,20.5848,373.21,4.6571,29.733,7.3809
Jun-10-2021,UA01,-2.755,20.5703,373.254,4.6129,30.787,7.3386
Jun-10-2021,UA01,-2.822,20.56,373.2767,4.5602,29.964,7.3174
Jun-10-2021,UA01,-2.886,20.5515,373.215,4.512,28.133,7.3156
Jun-10-2021,UA01,-2.948,20.544,373.1776,4.4735,27.786,7.3263
Jun-10-2021,UA01,-3.011,20.5375,373.2753,4.4845,28.584,7.3402
Jun-10-2021,UA01,-3.074,20.532,373.4313,4.5817,28.839,7.3456
Jun-10-2021,UA01,-3.141,20.5277,373.5316,4.818,28.767,7.333
Jun-10-2021,UA01,-3.208,20.5233,373.5784,5.1202,29.283,7.2999
Jun-10-2021,UA01,-3.274,20.5162,373.6343,5.2623,29.844,7.251
Jun-10-2021,UA01,-3.34,20.5067,373.7147,5.2231,29.932,7.1918
Jun-10-2021,UA01,-3.402,20.4963,373.7696,5.1582,29.607,7.133
Jun-10-2021,UA01,-3.461,20.487,373.7041,5.1263,29.37,7.0858
Jun-10-2021,UA01,-3.517,20.4796,373.5801,5.0729,29.581,7.0553
Jun-10-2021,UA01,-3.571,20.4738,373.5588,4.9776,29.842,7.0426
Jun-10-2021,UA01,-3.626,20.4695,373.6421,4.9364,29.469,7.0412
Jun-10-2021,UA01,-3.682,20.4667,373.7349,5.0139,28.429,7.0484
Jun-10-2021,UA01,-3.738,20.4644,373.7864,5.0911,28.131,7.061
Jun-10-2021,UA01,-3.793,20.4632,373.7951,5.066,29.332,7.0661
Jun-10-2021,UA01,-3.845,20.4615,373.7286,4.9803,30.61,7.0572
Jun-10-2021,UA01,-3.894,20.4553,373.4922,4.8659,30.36,7.0328
Jun-10-2021,UA01,-3.94,20.4437,373.1513,4.7531,29.321,6.9927
Jun-10-2021,UA01,-3.985,20.4318,372.9101,4.6765,28.97,6.9463
Jun-10-2021,UA01,-4.03,20.4247,372.8338,4.653,29.324,6.901
Jun-10-2021,UA01,-4.075,20.4213,372.9192,4.6539,29.87,6.8596
Jun-10-2021,UA01,-4.122,20.4179,373.2009,4.6162,30.387,6.8301
Jun-10-2021,UA01,-4.169,20.413,373.5331,4.5352,30.147,6.8156
Jun-10-2021,UA01,-4.218,20.4076,373.7131,4.4459,28.968,6.8113
Jun-10-2021,UA01,-4.265,20.4027,373.7753,4.3835,28.531,6.8139
Jun-10-2021,UA01,-4.312,20.3978,373.7702,4.3516,29.052,6.821
Jun-10-2021,UA01,-4.357,20.3931,373.6946,4.3735,29.448,6.8281
Jun-10-2021,UA01,-4.401,20.3884,373.5914,4.4366,29.479,6.8348
Jun-10-2021,UA01,-4.444,20.3836,373.3825,4.4511,28.972,6.8459
Jun-10-2021,UA01,-4.486,20.3784,373.0824,4.414,28.476,6.8658
Jun-10-2021,UA01,-4.529,20.3735,372.9858,4.3791,28.002,6.9013
Jun-10-2021,UA01,-4.573,20.3695,373.2497,4.3703,28.523,6.9544
Jun-10-2021,UA01,-4.62,20.3657,373.6245,4.3827,30.691,7.0207
Jun-10-2021,UA01,-4.671,20.361,373.8745,4.3967,30.744,7.0971
Jun-10-2021,UA01,-4.723,20.3556,374.0164,4.3868,29.436,7.1819
Jun-10-2021,UA01,-4.775,20.349,374.0779,4.3552,29.923,7.2687
Jun-10-2021,UA01,-4.828,20.3399,374.0568,4.3275,29.571,7.3513
Jun-10-2021,UA01,-4.882,20.3266,374.0413,4.301,28.262,7.427
Jun-10-2021,UA01,-4.936,20.309,374.1109,4.3056,27.955,7.4923
Jun-10-2021,UA01,-4.992,20.2911,374.1817,4.3343,28.08,7.5441
Jun-10-2021,UA01,-5.047,20.2776,374.1794,4.3268,29.438,7.5795
Jun-10-2021,UA01,-5.102,20.2693,374.1392,4.2931,30.878,7.6086
Jun-10-2021,UA01,-5.158,20.2652,374.0601,4.2486,30.1,7.6322
Jun-10-2021,UA01,-5.215,20.261,373.982,4.2083,29.285,7.6298
Jun-10-2021,UA01,-5.272,20.2541,373.9466,4.2254,29.367,7.6142
Jun-10-2021,UA01,-5.33,20.2467,373.9503,4.3045,28.901,7.6295
Jun-10-2021,UA01,-5.387,20.2378,373.9787,4.3827,28.074,7.6997
Jun-10-2021,UA01,-5.444,20.2261,373.9752,4.4098,27.933,7.8091
Jun-10-2021,UA01,-5.5,20.2137,373.962,4.437,28.384,7.9223
Jun-10-2021,UA01,-5.555,20.202,373.9903,4.5716,29.352,8.0177
Jun-10-2021,UA01,-5.61,20.1924,374.0138,4.6994,30.148,8.0911
Jun-10-2021,UA01,-5.666,20.1851,374.0073,4.6429,29.254,8.1367
Jun-10-2021,UA01,-5.721,20.1793,374.0034,4.5488,28.554,8.1451
Jun-10-2021,UA01,-5.778,20.1756,373.9886,4.5251,29.07,8.1137
Jun-10-2021,UA01,-5.835,20.174,373.9588,4.4704,29.577,8.0552
Jun-10-2021,UA01,-5.891,20.172,373.962,4.4045,29.528,7.9916
Jun-10-2021,UA01,-5.946,20.1683,373.9853,4.3814,29.361,7.9365
Jun-10-2021,UA01,-5.999,20.164,373.9832,4.3397,29.696,7.8971
Jun-10-2021,UA01,-6.049,20.1602,373.9681,4.2689,29.31,7.8744
Jun-10-2021,UA01,-6.098,20.157,374.0039,4.2387,28.842,7.8638
Jun-10-2021,UA01,-6.149,20.154,374.1154,4.2512,29.263,7.86
Jun-10-2021,UA01,-6.203,20.1506,374.1957,4.2592,28.986,7.8575
Jun-10-2021,UA01,-6.261,20.1465,374.2016,4.2867,28.469,7.8549
Jun-10-2021,UA01,-6.323,20.1426,374.2444,4.365,28.664,7.8547
Jun-10-2021,UA01,-6.385,20.14,374.3038,4.4152,28.631,7.8536
